Date,Year,Region,Product_Category,Units_Sold,Unit_Price,Total_Sales
11-07-2023,2023,North,Microinverters,194,1469.88,285156.72
12-07-2023,2023,Central,Energy Storage Units,331,1491.92,493825.52
12-07-2023,2023,Central,Solar Water Pumps,263,1212.4,318861.2
12-07-2023,2023,North,Smart Meters,291,374.66,109026.06
13-07-2023,2023,West,Hybrid Inverters,235,383.25,90063.75
13-07-2023,2023,West,PV Modules,256,115.92,29675.52
14-07-2023,2023,East,Inverters,257,758.66,194975.62
14-07-2023,2023,Central,Solar Cables,123,123.25,15159.75
14-07-2023,2023,East,Mounting Structures,66,1225.18,80861.88
14-07-2023,2023,Central,Solar Lights,22,1044.09,22969.98
15-07-2023,2023,South,Solar Panels,371,510.44,189373.24
15-07-2023,2023,West,Solar Lights,28,557.56,15611.68
15-07-2023,2023,Central,Solar Water Pumps,115,1453.83,167190.45
16-07-2023,2023,West,Mounting Structures,420,1014.94,426274.8
16-07-2023,2023,West,Smart Meters,342,625.52,213927.84
16-07-2023,2023,East,Solar Lights,400,852.12,340848
16-07-2023,2023,West,Solar Panels,384,1230.05,472339.2
16-07-2023,2023,Central,DC Breakers,242,1450,350900
16-07-2023,2023,Central,Energy Storage Units,300,934.1,280230
16-07-2023,2023,East,Energy Storage Units,444,407.46,180912.24
16-07-2023,2023,South,Solar Cables,250,957.79,239447.5
16-07-2023,2023,East,Solar Water Pumps,209,169.33,35389.97
16-07-2023,2023,North,Batteries,476,1289.38,613744.88
17-07-2023,2023,Central,Mounting Structures,61,711.01,43371.61
17-07-2023,2023,North,PV Modules,201,663.16,133295.16
17-07-2023,2023,West,Batteries,382,977.51,373408.82
18-07-2023,2023,South,Solar Panels,17,1343.89,22846.13
18-07-2023,2023,West,Solar Lights,313,791.03,247592.39
18-07-2023,2023,East,PV Modules,175,715.06,125135.5
19-07-2023,2023,Central,Mounting Structures,141,1366.55,192683.55
19-07-2023,2023,West,Solar Cables,241,1428,344148
19-07-2023,2023,North,Mounting Structures,152,156.65,23810.8
20-07-2023,2023,East,Batteries,215,807.91,173700.65
20-07-2023,2023,West,Solar Panels,266,126.11,33545.26
20-07-2023,2023,South,Solar Cables,133,153.18,20372.94
21-07-2023,2023,East,Smart Meters,120,515.28,61833.6
21-07-2023,2023,East,Solar Water Pumps,44,1213.56,53396.64
21-07-2023,2023,West,DC Breakers,196,333.15,65297.4
21-07-2023,2023,North,Solar Lights,60,254.21,15252.6
22-07-2023,2023,North,Solar Water Pumps,201,216.45,43506.45
22-07-2023,2023,North,Charge Controllers,236,98.22,23179.92
22-07-2023,2023,North,Solar Cables,372,69.19,25738.68
22-07-2023,2023,North,Solar Water Pumps,443,133.48,59131.64
23-07-2023,2023,North,Inverters,225,437.58,98455.5
23-07-2023,2023,East,Batteries,8,524.53,4196.24
23-07-2023,2023,North,Charge Controllers,200,658.05,131610
23-07-2023,2023,North,Energy Storage Units,191,854.31,163173.21
24-07-2023,2023,South,Batteries,132,994.79,131312.28
24-07-2023,2023,South,Batteries,54,1211.46,65418.84
24-07-2023,2023,West,Mounting Structures,252,1015.98,256026.96
24-07-2023,2023,North,Microinverters,349,717.76,250498.24
25-07-2023,2023,North,Solar Cables,233,216.3,50397.9
25-07-2023,2023,Central,Batteries,58,484.15,28080.7
25-07-2023,2023,North,Monitoring Systems,115,446.88,51391.2
25-07-2023,2023,North,Solar Panels,444,502.37,223052.28
26-07-2023,2023,West,Charge Controllers,59,1304.47,76963.73
27-07-2023,2023,Central,Batteries,235,171.58,40321.3
27-07-2023,2023,North,DC Breakers,456,1353.73,617300.88
27-07-2023,2023,East,PV Modules,252,934.35,235456.2
27-07-2023,2023,South,Energy Storage Units,451,1237.94,558310.94
27-07-2023,2023,South,Hybrid Inverters,210,665.03,139656.3
27-07-2023,2023,West,Hybrid Inverters,17,786.09,13363.53
28-07-2023,2023,West,Hybrid Inverters,32,1009.49,32303.68
28-07-2023,2023,East,Microinverters,60,735.17,44110.2
28-07-2023,2023,North,Smart Meters,126,760.4,95810.4
28-07-2023,2023,Central,DC Breakers,464,844.06,391643.84
28-07-2023,2023,East,Charge Controllers,187,96.49,18043.63
29-07-2023,2023,East,Hybrid Inverters,155,1206.26,186970.3
29-07-2023,2023,North,Solar Panels,249,1246.56,310393.44
30-07-2023,2023,Central,Mounting Structures,135,524.6,70821
31-07-2023,2023,West,Energy Storage Units,308,530.38,163357.04
31-07-2023,2023,South,Solar Cables,245,1098.87,269223.15
31-07-2023,2023,East,Solar Lights,145,1027.93,149049.85
01-08-2023,2023,North,PV Modules,268,361.08,96769.44
01-08-2023,2023,North,Batteries,344,875.11,301037.84
01-08-2023,2023,West,Batteries,443,885.84,392427.12
01-08-2023,2023,Central,Solar Water Pumps,33,1295.22,42742.26
03-08-2023,2023,West,Microinverters,258,1100.69,283978.02
03-08-2023,2023,South,Hybrid Inverters,93,875.21,81394.53
04-08-2023,2023,South,PV Modules,108,177.41,19160.28
04-08-2023,2023,Central,DC Breakers,58,804.31,46649.98
04-08-2023,2023,North,Solar Lights,8,1441.38,11531.04
04-08-2023,2023,West,Charge Controllers,357,1126.77,402256.89
04-08-2023,2023,East,Batteries,290,504.32,146252.8
05-08-2023,2023,North,Mounting Structures,334,1414.37,472399.58
05-08-2023,2023,South,Solar Lights,109,1209.92,131881.28
05-08-2023,2023,North,Solar Lights,175,557.6,97580
05-08-2023,2023,Central,Energy Storage Units,336,957.56,321740.16
06-08-2023,2023,Central,Hybrid Inverters,19,817.89,15539.91
06-08-2023,2023,Central,Solar Panels,138,1130.91,156065.58
06-08-2023,2023,North,Smart Meters,337,806.93,271935.41
06-08-2023,2023,East,Batteries,101,1100.82,111182.82
06-08-2023,2023,Central,Solar Lights,344,1072.77,369032.88
07-08-2023,2023,West,Inverters,359,771.48,276961.32
07-08-2023,2023,South,Inverters,486,1018.28,494884.08
07-08-2023,2023,North,Inverters,217,402.85,87418.45
07-08-2023,2023,East,Energy Storage Units,423,1077.65,455845.95
08-08-2023,2023,South,Solar Panels,373,406.69,151695.37
08-08-2023,2023,East,Smart Meters,5,1085.8,5429
08-08-2023,2023,East,Solar Lights,231,1082.68,250099.08
08-08-2023,2023,North,Smart Meters,404,1487.17,600816.68
08-08-2023,2023,South,Solar Lights,84,111.66,9379.44
09-08-2023,2023,East,Hybrid Inverters,86,766.42,65912.12
09-08-2023,2023,West,Solar Cables,427,1343.21,573550.67
09-08-2023,2023,East,Microinverters,133,690.85,91883.05
10-08-2023,2023,Central,Solar Lights,332,784.7,260520.4
10-08-2023,2023,East,Solar Water Pumps,314,857.1,269129.4
10-08-2023,2023,West,Mounting Structures,259,141.17,36563.03
10-08-2023,2023,West,Hybrid Inverters,471,918.72,432717.12
11-08-2023,2023,West,Smart Meters,126,146.3,18433.8
11-08-2023,2023,West,Solar Panels,128,697.57,89288.96
11-08-2023,2023,East,DC Breakers,260,949.05,246753
11-08-2023,2023,Central,Hybrid Inverters,238,924.85,220114.3
11-08-2023,2023,North,Solar Water Pumps,363,765.2,277767.6
12-08-2023,2023,South,Solar Lights,267,993.3,265211.1
12-08-2023,2023,South,DC Breakers,142,1189.51,168910.42
12-08-2023,2023,Central,Solar Cables,113,1308.08,147813.04
12-08-2023,2023,Central,Mounting Structures,14,193.88,2714.32
13-08-2023,2023,North,Solar Water Pumps,202,990.14,200008.28
13-08-2023,2023,South,Mounting Structures,106,811.34,86002.04
13-08-2023,2023,North,PV Modules,180,1365.54,245797.2
13-08-2023,2023,Central,Solar Panels,194,1160.88,225210.72
14-08-2023,2023,South,Solar Cables,9,522.32,4700.88
14-08-2023,2023,South,Solar Cables,96,1050.8,100876.8
14-08-2023,2023,Central,Monitoring Systems,202,1230.73,248607.46
14-08-2023,2023,South,DC Breakers,10,932.59,9325.9
14-08-2023,2023,North,Microinverters,140,1341.74,187843.6
14-08-2023,2023,South,Energy Storage Units,374,77.24,28887.76
14-08-2023,2023,West,Inverters,108,891.48,96279.84
15-08-2023,2023,South,Energy Storage Units,63,834.37,52565.31
15-08-2023,2023,Central,DC Breakers,470,543.98,255670.6
15-08-2023,2023,South,Solar Water Pumps,321,794.46,255021.66
15-08-2023,2023,West,Solar Panels,393,1128.2,443382.6
17-08-2023,2023,North,Inverters,172,689.81,118647.32
17-08-2023,2023,West,Charge Controllers,171,484.23,82803.33
17-08-2023,2023,East,Mounting Structures,230,449.49,103382.7
17-08-2023,2023,West,Monitoring Systems,460,490.59,225671.4
18-08-2023,2023,West,Solar Water Pumps,245,261.5,64067.5
18-08-2023,2023,East,Mounting Structures,325,826.41,268583.25
18-08-2023,2023,East,Microinverters,109,532.34,58025.06
18-08-2023,2023,North,Hybrid Inverters,228,380.18,86681.04
19-08-2023,2023,Central,Monitoring Systems,401,1315.06,527339.06
20-08-2023,2023,East,Inverters,32,1464.18,46853.76
20-08-2023,2023,Central,Solar Water Pumps,91,1098.31,99946.21
21-08-2023,2023,West,Solar Cables,154,421.63,64931.02
21-08-2023,2023,East,PV Modules,106,75.12,7962.72
21-08-2023,2023,East,Monitoring Systems,381,227.39,86635.59
21-08-2023,2023,Central,Mounting Structures,134,481.44,64512.96
21-08-2023,2023,West,Smart Meters,473,936.41,442921.93
21-08-2023,2023,South,Batteries,434,442.11,191875.74
22-08-2023,2023,North,Charge Controllers,458,355.42,162782.36
22-08-2023,2023,South,Solar Water Pumps,463,261.24,120954.12
22-08-2023,2023,West,Solar Cables,403,851.6,343194.8
23-08-2023,2023,Central,Energy Storage Units,79,1076.17,85017.43
23-08-2023,2023,South,Charge Controllers,105,394.54,41426.7
23-08-2023,2023,West,Solar Water Pumps,68,1044.81,71047.08
23-08-2023,2023,North,PV Modules,254,518.71,131752.34
24-08-2023,2023,North,Charge Controllers,167,517.74,86462.58
24-08-2023,2023,East,Mounting Structures,218,1129.61,246254.98
24-08-2023,2023,North,Batteries,91,407.45,37077.95
24-08-2023,2023,East,Solar Lights,309,502.24,155192.16
25-08-2023,2023,West,Inverters,498,821.14,408927.72
25-08-2023,2023,East,Smart Meters,134,1309.33,175450.22
25-08-2023,2023,South,Microinverters,412,342.81,141237.72
25-08-2023,2023,East,DC Breakers,344,1340.96,461290.24
26-08-2023,2023,West,Solar Cables,180,812.05,146169
26-08-2023,2023,North,Solar Water Pumps,71,456.67,32423.57
26-08-2023,2023,West,Solar Panels,342,233.75,79942.5
26-08-2023,2023,Central,Solar Water Pumps,392,421.03,165043.76
27-08-2023,2023,West,Mounting Structures,29,1238.3,35910.7
27-08-2023,2023,West,Monitoring Systems,133,210.1,27943.3
27-08-2023,2023,East,Monitoring Systems,475,876.68,416423
27-08-2023,2023,South,Inverters,85,572.47,48659.95
27-08-2023,2023,North,Inverters,96,609.15,58478.4
27-08-2023,2023,East,DC Breakers,464,144.26,66936.64
28-08-2023,2023,North,Charge Controllers,3,606.74,1820.22
28-08-2023,2023,Central,Hybrid Inverters,46,842.84,38770.64
28-08-2023,2023,North,Microinverters,311,97.31,30263.41
29-08-2023,2023,East,Solar Cables,370,109.29,40437.3
29-08-2023,2023,East,Solar Lights,276,1035.82,285886.32
29-08-2023,2023,West,Batteries,140,362.15,50701
29-08-2023,2023,West,Microinverters,464,352.07,163360.48
29-08-2023,2023,South,Solar Water Pumps,458,1443.07,660926.06
29-08-2023,2023,East,Inverters,81,341.81,27686.61
31-08-2023,2023,East,Solar Cables,42,276.08,11595.36
31-08-2023,2023,Central,Hybrid Inverters,87,730.52,63555.24
31-08-2023,2023,South,DC Breakers,383,1363.52,522228.16
01-09-2023,2023,East,Inverters,380,1455.41,553055.8
01-09-2023,2023,West,Microinverters,82,948.95,77813.9
01-09-2023,2023,Central,Solar Lights,194,1228.71,238369.74
01-09-2023,2023,North,Energy Storage Units,366,1485.47,543682.02
01-09-2023,2023,North,Batteries,135,1065.89,143895.15
02-09-2023,2023,West,Batteries,427,583.63,249210.01
02-09-2023,2023,East,Solar Panels,104,1000.8,104083.2
03-09-2023,2023,Central,Solar Panels,34,620.69,21103.46
03-09-2023,2023,Central,Batteries,479,155.94,74695.26
03-09-2023,2023,West,Hybrid Inverters,477,735.73,350943.21
03-09-2023,2023,West,Hybrid Inverters,50,510.71,25535.5
03-09-2023,2023,North,DC Breakers,3,198.48,595.44
04-09-2023,2023,West,Solar Lights,142,1493,212006
04-09-2023,2023,North,Solar Cables,161,445.91,71791.51
04-09-2023,2023,South,Microinverters,37,125.75,4652.75
04-09-2023,2023,North,Charge Controllers,70,834.41,58408.7
05-09-2023,2023,Central,DC Breakers,482,1492.31,719293.42
05-09-2023,2023,West,Solar Cables,252,51.48,12972.96
06-09-2023,2023,Central,Hybrid Inverters,28,236.45,6620.6
06-09-2023,2023,Central,Mounting Structures,291,404.69,117764.79
06-09-2023,2023,West,Charge Controllers,107,1333.4,142673.8
07-09-2023,2023,North,Monitoring Systems,201,1474.72,296418.72
07-09-2023,2023,South,Solar Panels,288,1223.31,352313.28
07-09-2023,2023,South,Inverters,471,787.1,370724.1
08-09-2023,2023,South,Solar Lights,382,427.87,163446.34
08-09-2023,2023,Central,Charge Controllers,176,1197.05,210680.8
09-09-2023,2023,East,PV Modules,272,1454.34,395580.48
09-09-2023,2023,South,Smart Meters,209,273.08,57073.72
09-09-2023,2023,East,Solar Water Pumps,181,195.72,35425.32
10-09-2023,2023,East,Batteries,448,1297.87,581445.76
10-09-2023,2023,West,Smart Meters,369,603.67,222754.23
10-09-2023,2023,North,Solar Cables,211,1259.85,265828.35
10-09-2023,2023,Central,Solar Cables,431,777.27,335003.37
10-09-2023,2023,West,Solar Water Pumps,183,1313.79,240423.57
10-09-2023,2023,West,Mounting Structures,447,1298.87,580594.89
10-09-2023,2023,East,Monitoring Systems,420,260.38,109359.6
11-09-2023,2023,West,Solar Panels,86,1337.88,115057.68
12-09-2023,2023,South,Energy Storage Units,97,885.57,85900.29
13-09-2023,2023,Central,Smart Meters,410,547.86,224622.6
13-09-2023,2023,South,Microinverters,433,731.22,316618.26
13-09-2023,2023,Central,DC Breakers,57,1458.2,83117.4
14-09-2023,2023,East,Solar Panels,168,542.85,91198.8
14-09-2023,2023,South,Smart Meters,324,553.22,179243.28
14-09-2023,2023,West,Monitoring Systems,107,1457.91,155996.37
15-09-2023,2023,North,Solar Cables,473,72.79,34429.67
16-09-2023,2023,Central,Solar Lights,172,1334.33,229504.76
16-09-2023,2023,Central,Solar Cables,421,73.05,30754.05
16-09-2023,2023,East,Solar Panels,78,1352.27,105477.06
16-09-2023,2023,North,Solar Water Pumps,254,881.7,223951.8
17-09-2023,2023,North,DC Breakers,101,1108.78,111986.78
17-09-2023,2023,East,Microinverters,235,66.02,15514.7
17-09-2023,2023,South,Solar Lights,411,454.93,186976.23
18-09-2023,2023,Central,PV Modules,454,306.93,139346.22
18-09-2023,2023,Central,Monitoring Systems,392,804.76,315465.92
18-09-2023,2023,West,Batteries,282,1118.52,315422.64
19-09-2023,2023,North,Inverters,132,631.94,83416.08
19-09-2023,2023,West,Monitoring Systems,465,962.79,447697.35
19-09-2023,2023,Central,Energy Storage Units,432,1009.83,436246.56
19-09-2023,2023,West,Inverters,431,806.16,347454.96
19-09-2023,2023,East,Solar Lights,345,1419.17,489613.65
19-09-2023,2023,West,Hybrid Inverters,418,1400.83,585546.94
19-09-2023,2023,East,Solar Panels,395,736.48,290909.6
19-09-2023,2023,West,Batteries,395,932.16,368203.2
20-09-2023,2023,West,PV Modules,38,1205.15,45795.7
21-09-2023,2023,South,Hybrid Inverters,214,380.73,81476.22
21-09-2023,2023,East,Batteries,170,301.17,51198.9
21-09-2023,2023,North,Microinverters,249,260.41,64842.09
21-09-2023,2023,West,DC Breakers,377,276.55,104259.35
22-09-2023,2023,North,Mounting Structures,452,1389.55,628076.6
22-09-2023,2023,West,Solar Water Pumps,180,742.36,133624.8
22-09-2023,2023,East,PV Modules,330,1056.4,348612
22-09-2023,2023,East,Solar Cables,132,1228.06,162103.92
22-09-2023,2023,South,Solar Water Pumps,486,679.39,330183.54
23-09-2023,2023,East,Solar Water Pumps,91,876.65,79775.15
23-09-2023,2023,West,Mounting Structures,252,348.08,87716.16
24-09-2023,2023,East,Smart Meters,39,150.03,5851.17
24-09-2023,2023,South,Solar Cables,211,603.88,127418.68
24-09-2023,2023,Central,Solar Lights,8,1224.21,9793.68
25-09-2023,2023,West,Hybrid Inverters,189,908.49,171704.61
25-09-2023,2023,South,Monitoring Systems,218,1226.94,267472.92
25-09-2023,2023,South,DC Breakers,330,1133.86,374173.8
26-09-2023,2023,South,Hybrid Inverters,464,1345.99,624539.36
26-09-2023,2023,East,Solar Cables,326,284.57,92769.82
26-09-2023,2023,East,PV Modules,352,1456.59,512719.68
27-09-2023,2023,South,Charge Controllers,320,383.15,122608
27-09-2023,2023,West,Inverters,219,847.56,185615.64
27-09-2023,2023,Central,Mounting Structures,264,416.2,109876.8
27-09-2023,2023,South,Solar Cables,440,412.8,181632
28-09-2023,2023,East,DC Breakers,462,1030.76,476211.12
28-09-2023,2023,Central,Inverters,83,913.04,75782.32
28-09-2023,2023,Central,Charge Controllers,309,1082.48,334486.32
28-09-2023,2023,West,Hybrid Inverters,166,422.27,70096.82
28-09-2023,2023,Central,Solar Lights,404,1026.96,414891.84
28-09-2023,2023,West,DC Breakers,407,1374.92,559592.44
29-09-2023,2023,Central,Mounting Structures,402,74.87,30097.74
29-09-2023,2023,West,Energy Storage Units,233,1340.45,312324.85
29-09-2023,2023,East,Inverters,401,541.66,217205.66
30-09-2023,2023,South,Mounting Structures,228,274.12,62499.36
30-09-2023,2023,West,Solar Lights,496,444.35,220397.6
30-09-2023,2023,East,Smart Meters,102,501.02,51104.04
30-09-2023,2023,West,Solar Lights,90,440.35,39631.5
30-09-2023,2023,Central,Solar Lights,146,841.77,122898.42
30-09-2023,2023,North,Solar Water Pumps,151,1285.42,194098.42
30-09-2023,2023,North,PV Modules,415,1378.42,572044.3
01-10-2023,2023,Central,PV Modules,399,1171.25,467328.75
01-10-2023,2023,Central,Charge Controllers,319,58.17,18556.23
02-10-2023,2023,North,PV Modules,415,1055.75,438136.25
02-10-2023,2023,Central,PV Modules,82,753.33,61773.06
02-10-2023,2023,North,Hybrid Inverters,382,1232.78,470921.96
02-10-2023,2023,North,Smart Meters,46,1286.61,59184.06
03-10-2023,2023,Central,Solar Cables,408,1074.89,438555.12
03-10-2023,2023,West,Inverters,197,356.53,70236.41
04-10-2023,2023,West,PV Modules,236,1336.39,315388.04
04-10-2023,2023,Central,Monitoring Systems,244,863.39,210667.16
04-10-2023,2023,South,PV Modules,437,99.78,43603.86
04-10-2023,2023,East,Mounting Structures,341,1127.03,384317.23
04-10-2023,2023,East,Solar Panels,37,1455.4,53849.8
04-10-2023,2023,East,Inverters,280,793.09,222065.2
05-10-2023,2023,North,PV Modules,347,713.86,247709.42
06-10-2023,2023,Central,Solar Cables,221,1351.76,298738.96
06-10-2023,2023,North,Smart Meters,393,144.1,56631.3
06-10-2023,2023,East,Batteries,408,1379.97,563027.76
07-10-2023,2023,North,DC Breakers,20,736.35,14727
08-10-2023,2023,West,DC Breakers,66,317.18,20933.88
08-10-2023,2023,West,Charge Controllers,418,1451.16,606584.88
08-10-2023,2023,North,Batteries,14,1000,14000
09-10-2023,2023,West,Batteries,104,51.64,5370.56
09-10-2023,2023,East,Hybrid Inverters,122,326.06,39779.32
09-10-2023,2023,Central,Solar Panels,249,284.3,70790.7
10-10-2023,2023,Central,Solar Panels,382,1108.85,423580.7
10-10-2023,2023,West,Inverters,268,451.33,120956.44
11-10-2023,2023,West,Inverters,359,498.47,178950.73
11-10-2023,2023,East,Solar Panels,287,620.18,177991.66
11-10-2023,2023,North,Inverters,193,1482.56,286134.08
12-10-2023,2023,North,Energy Storage Units,290,845.58,245218.2
12-10-2023,2023,South,DC Breakers,378,1303.9,492874.2
12-10-2023,2023,East,Energy Storage Units,107,861.65,92196.55
14-10-2023,2023,Central,Charge Controllers,160,82.61,13217.6
14-10-2023,2023,South,Solar Cables,444,410.34,182190.96
14-10-2023,2023,South,Microinverters,120,1046.55,125586
15-10-2023,2023,East,DC Breakers,317,1155.06,366154.02
15-10-2023,2023,North,Inverters,192,1075.54,206503.68
15-10-2023,2023,South,Charge Controllers,453,1114.52,504877.56
15-10-2023,2023,South,Batteries,312,650.46,202943.52
16-10-2023,2023,West,Solar Panels,436,979.33,426987.88
17-10-2023,2023,Central,Solar Lights,63,1027.33,64721.79
18-10-2023,2023,South,PV Modules,95,367.94,34954.3
18-10-2023,2023,Central,Monitoring Systems,18,136.82,2462.76
18-10-2023,2023,South,Solar Panels,334,663.4,221575.6
19-10-2023,2023,East,Solar Panels,121,850.26,102881.46
20-10-2023,2023,West,Charge Controllers,356,128.1,45603.6
20-10-2023,2023,West,Charge Controllers,268,1191.09,319212.12
20-10-2023,2023,North,Microinverters,462,1239.22,572519.64
21-10-2023,2023,East,Solar Cables,473,612.45,289688.85
21-10-2023,2023,West,Monitoring Systems,59,490.52,28940.68
21-10-2023,2023,East,DC Breakers,314,1022.86,321178.04
21-10-2023,2023,East,Energy Storage Units,42,955.86,40146.12
22-10-2023,2023,East,Monitoring Systems,225,989,222525
22-10-2023,2023,West,Inverters,202,838.71,169419.42
22-10-2023,2023,North,Microinverters,236,257.07,60668.52
23-10-2023,2023,Central,Mounting Structures,310,404.1,125271
23-10-2023,2023,West,Mounting Structures,257,325.94,83766.58
23-10-2023,2023,West,PV Modules,472,748.55,353315.6
24-10-2023,2023,Central,Batteries,221,1036.08,228973.68
24-10-2023,2023,East,DC Breakers,341,447.85,152716.85
24-10-2023,2023,South,Solar Lights,143,372.32,53241.76
25-10-2023,2023,West,Energy Storage Units,72,78.01,5616.72
25-10-2023,2023,North,Smart Meters,128,150.24,19230.72
25-10-2023,2023,South,Microinverters,435,602.01,261874.35
25-10-2023,2023,West,DC Breakers,29,1283.66,37226.14
26-10-2023,2023,East,Solar Cables,257,557.65,143316.05
27-10-2023,2023,Central,DC Breakers,79,202.7,16013.3
27-10-2023,2023,East,Solar Cables,433,462,200046
28-10-2023,2023,East,Monitoring Systems,398,801.87,319144.26
28-10-2023,2023,West,Solar Lights,488,1103.12,538322.56
28-10-2023,2023,North,Solar Lights,307,1157.07,355220.49
30-10-2023,2023,West,Microinverters,163,1413.94,230472.22
30-10-2023,2023,West,Smart Meters,294,306.3,90052.2
30-10-2023,2023,East,Smart Meters,336,55.24,18560.64
30-10-2023,2023,East,DC Breakers,245,1141.77,279733.65
30-10-2023,2023,East,Mounting Structures,68,372.41,25323.88
31-10-2023,2023,South,Inverters,233,1244.53,289975.49
01-11-2023,2023,North,Hybrid Inverters,122,696.15,84930.3
01-11-2023,2023,East,Monitoring Systems,474,315.95,149760.3
01-11-2023,2023,East,Charge Controllers,162,525.53,85135.86
01-11-2023,2023,North,Solar Panels,253,273.82,69276.46
02-11-2023,2023,West,PV Modules,177,967.26,171205.02
02-11-2023,2023,East,Inverters,39,280.79,10950.81
03-11-2023,2023,South,Smart Meters,265,1259.91,333876.15
03-11-2023,2023,West,Hybrid Inverters,360,316.17,113821.2
04-11-2023,2023,West,Batteries,457,907.49,414722.93
05-11-2023,2023,West,Mounting Structures,406,743.24,301755.44
05-11-2023,2023,Central,Charge Controllers,203,1344.19,272870.57
05-11-2023,2023,South,Inverters,349,928.71,324119.79
05-11-2023,2023,West,Smart Meters,284,598.3,169917.2
06-11-2023,2023,South,Hybrid Inverters,212,957.6,203011.2
06-11-2023,2023,West,Inverters,2,745.32,1490.64
06-11-2023,2023,Central,Energy Storage Units,454,1292.02,586577.08
06-11-2023,2023,North,Charge Controllers,152,897.03,136348.56
06-11-2023,2023,East,Batteries,195,263.68,51417.6
07-11-2023,2023,West,Solar Lights,68,90.75,6171
08-11-2023,2023,South,Solar Panels,281,239.44,67282.64
08-11-2023,2023,North,Solar Lights,497,235.63,117108.11
08-11-2023,2023,South,Solar Lights,303,801.05,242718.15
08-11-2023,2023,North,Charge Controllers,250,478.62,119655
08-11-2023,2023,West,Mounting Structures,76,201.41,15307.16
09-11-2023,2023,North,Microinverters,364,1342.33,488608.12
09-11-2023,2023,North,DC Breakers,356,1109.18,394868.08
09-11-2023,2023,Central,PV Modules,448,379.9,170195.2
09-11-2023,2023,Central,Microinverters,74,1025.52,75888.48
10-11-2023,2023,North,Smart Meters,333,1332.01,443559.33
10-11-2023,2023,South,DC Breakers,425,523.39,222440.75
10-11-2023,2023,South,Energy Storage Units,87,1021.79,88895.73
10-11-2023,2023,Central,Charge Controllers,336,1252.65,420890.4
10-11-2023,2023,West,Mounting Structures,414,1111.54,460177.56
10-11-2023,2023,South,Batteries,176,547.96,96440.96
10-11-2023,2023,North,Hybrid Inverters,375,236.68,88755
11-11-2023,2023,Central,PV Modules,489,886.02,433263.78
11-11-2023,2023,North,Smart Meters,339,719.58,243937.62
11-11-2023,2023,West,Mounting Structures,225,737.53,165944.25
11-11-2023,2023,South,Solar Lights,378,1413.45,534284.1
12-11-2023,2023,South,Mounting Structures,85,985.73,83787.05
12-11-2023,2023,Central,Solar Water Pumps,186,339.22,63094.92
12-11-2023,2023,East,Solar Water Pumps,366,997.84,365209.44
12-11-2023,2023,West,Energy Storage Units,180,415.88,74858.4
13-11-2023,2023,Central,Solar Water Pumps,493,663.97,327337.21
14-11-2023,2023,West,Charge Controllers,234,1087.07,254374.38
14-11-2023,2023,East,PV Modules,313,783.75,245313.75
15-11-2023,2023,West,Charge Controllers,314,718.84,225715.76
15-11-2023,2023,South,Solar Water Pumps,125,133.28,16660
15-11-2023,2023,East,Hybrid Inverters,401,572.6,229612.6
15-11-2023,2023,Central,Batteries,433,1232.6,533715.8
15-11-2023,2023,Central,Batteries,466,986.4,459662.4
15-11-2023,2023,East,Charge Controllers,26,852.98,22177.48
15-11-2023,2023,South,Batteries,200,1040.84,208168
15-11-2023,2023,Central,Mounting Structures,470,221.93,104307.1
15-11-2023,2023,East,Charge Controllers,74,438.38,32440.12
15-11-2023,2023,East,DC Breakers,254,964.91,245087.14
16-11-2023,2023,South,Charge Controllers,89,264.76,23563.64
16-11-2023,2023,North,DC Breakers,448,1113.52,498856.96
16-11-2023,2023,Central,Inverters,24,1287.07,30889.68
16-11-2023,2023,South,Mounting Structures,401,445.38,178597.38
17-11-2023,2023,South,Inverters,418,282.14,117934.52
17-11-2023,2023,West,DC Breakers,16,977.17,15634.72
17-11-2023,2023,Central,Solar Water Pumps,274,464.21,127193.54
18-11-2023,2023,West,Batteries,164,255.47,41897.08
18-11-2023,2023,Central,Batteries,7,565.53,3958.71
19-11-2023,2023,South,Mounting Structures,270,184.01,49682.7
19-11-2023,2023,South,Energy Storage Units,172,1325.54,227992.88
19-11-2023,2023,North,Solar Panels,109,227.27,24772.43
19-11-2023,2023,South,Batteries,300,896.44,268932
19-11-2023,2023,Central,Batteries,428,604.07,258541.96
20-11-2023,2023,North,Solar Panels,430,1092.54,469792.2
20-11-2023,2023,South,Solar Panels,301,473.98,142667.98
20-11-2023,2023,West,Solar Water Pumps,88,655.15,57653.2
20-11-2023,2023,Central,Hybrid Inverters,48,425.88,20442.24
20-11-2023,2023,East,Microinverters,431,690.68,297683.08
20-11-2023,2023,East,DC Breakers,226,912.1,206134.6
20-11-2023,2023,South,Charge Controllers,197,292.34,57590.98
20-11-2023,2023,West,Solar Cables,216,128.83,27827.28
21-11-2023,2023,North,Solar Lights,453,376.91,170740.23
21-11-2023,2023,East,Monitoring Systems,58,920.02,53361.16
21-11-2023,2023,North,Solar Water Pumps,227,352.16,79940.32
21-11-2023,2023,West,Solar Lights,350,342.2,119770
22-11-2023,2023,North,Solar Lights,137,572.85,78480.45
22-11-2023,2023,Central,Smart Meters,154,882.23,135863.42
22-11-2023,2023,Central,Solar Cables,117,1398.7,163647.9
22-11-2023,2023,South,Solar Cables,185,895.28,165626.8
